capture,frame,epoch,emm_type,id_type,emm_cause,mcc,mnc,cipher,integrity
C6,1145,1894874402.000,0x49,,,,,,
C6,1146,1894881600.000,0x48,,,311,480,,
C6,1147,1894881601.000,0x5d,,,311,480,2,2
C6,1148,1894881602.000,0x49,,,,,,
C6,1149,1894888800.000,0x48,,,311,480,,
C6,1150,1894888801.000,0x5d,,,311,480,2,2
C6,1151,1894888802.000,0x49,,,,,,
C6,1152,1894896000.000,0x48,,,311,480,,
C6,1153,1894896001.000,0x5d,,,311,480,2,2
C6,1154,1894896002.000,0x49,,,,,,
C6,1155,1894903200.000,0x48,,,311,480,,
C6,1156,1894903201.000,0x5d,,,311,480,2,2
C6,1157,1894903202.000,0x49,,,,,,
C6,1158,1894910400.000,0x48,,,311,480,,
C6,1159,1894910401.000,0x5d,,,311,480,2,2
C6,1160,1894910402.000,0x49,,,,,,
C6,1161,1894917600.000,0x48,,,311,480,,
C6,1162,1894917601.000,0x5d,,,311,480,2,2
C6,1163,1894917602.000,0x49,,,,,,
C6,1164,1894924800.000,0x48,,,311,480,,
C6,1165,1894924801.000,0x5d,,,311,480,2,2
C6,1166,1894924802.000,0x49,,,,,,
C6,1167,1894932000.000,0x48,,,311,480,,
C6,1168,1894932001.000,0x5d,,,311,480,2,2
C6,1169,1894932002.000,0x49,,,,,,
C6,1170,1894939200.000,0x48,,,311,480,,
C6,1171,1894939201.000,0x5d,,,311,480,2,2
C6,1172,1894939202.000,0x49,,,,,,
C6,1173,1894946400.000,0x48,,,311,480,,
C6,1174,1894946401.000,0x5d,,,311,480,2,2
C6,1175,1894946402.000,0x49,,,,,,
C6,1176,1894953600.000,0x48,,,311,480,,
C6,1177,1894953601.000,0x5d,,,311,480,2,2
C6,1178,1894953602.000,0x49,,,,,,
C6,1179,1894960800.000,0x48,,,311,480,,
C6,1180,1894960801.000,0x5d,,,311,480,2,2
C6,1181,1894960802.000,0x49,,,,,,
C6,1182,1894968000.000,0x48,,,311,480,,
C6,1183,1894968001.000,0x5d,,,311,480,2,2
C6,1184,1894968002.000,0x49,,,,,,
C6,1185,1894975200.000,0x48,,,311,480,,
C6,1186,1894975201.000,0x5d,,,311,480,2,2
C6,1187,1894975202.000,0x49,,,,,,
C6,1188,1894982400.000,0x48,,,311,480,,
C6,1189,1894982401.000,0x5d,,,311,480,2,2
C6,1190,1894982402.000,0x49,,,,,,
C6,1191,1894989600.000,0x48,,,311,480,,
C6,1192,1894989601.000,0x5d,,,311,480,2,2
C6,1193,1894989602.000,0x49,,,,,,
C6,1194,1894996800.000,0x48,,,311,480,,
C6,1195,1894996801.000,0x5d,,,311,480,2,2
C6,1196,1894996802.000,0x49,,,,,,
C6,1197,1895004000.000,0x48,,,311,480,,
C6,1198,1895004001.000,0x5d,,,311,480,2,2
C6,1199,1895004002.000,0x49,,,,,,
C6,1200,1895011200.000,0x48,,,311,480,,
C6,1201,1895011201.000,0x5d,,,311,480,2,2
C6,1202,1895011202.000,0x49,,,,,,
C6,1203,1895018400.000,0x48,,,311,480,,
C6,1204,1895018401.000,0x5d,,,311,480,2,2
C6,1205,1895018402.000,0x49,,,,,,
C6,1206,1895025600.000,0x48,,,311,480,,
C6,1207,1895025601.000,0x5d,,,311,480,2,2
C6,1208,1895025602.000,0x49,,,,,,
C6,1209,1895032800.000,0x48,,,311,480,,
C6,1210,1895032801.000,0x5d,,,311,480,2,2
C6,1211,1895032802.000,0x49,,,,,,
C6,1212,1895040000.000,0x48,,,311,480,,
C6,1213,1895040001.000,0x5d,,,311,480,2,2
C6,1214,1895040002.000,0x49,,,,,,
C6,1215,1895047200.000,0x48,,,311,480,,
C6,1216,1895047201.000,0x5d,,,311,480,2,2
C6,1217,1895047202.000,0x49,,,,,,
C6,1218,1895054400.000,0x48,,,311,480,,
C6,1219,1895054401.000,0x5d,,,311,480,2,2
C6,1220,1895054402.000,0x49,,,,,,
C6,1221,1895061600.000,0x48,,,311,480,,
C6,1222,1895061601.000,0x5d,,,311,480,2,2
C6,1223,1895061602.000,0x49,,,,,,
C6,1224,1895068800.000,0x48,,,311,480,,
C6,1225,1895068801.000,0x5d,,,311,480,2,2
C6,1226,1895068802.000,0x49,,,,,,
C6,1227,1895076000.000,0x48,,,311,480,,
C6,1228,1895076001.000,0x5d,,,311,480,2,2
C6,1229,1895076002.000,0x49,,,,,,
C6,1230,1895083200.000,0x48,,,311,480,,
C6,1231,1895083201.000,0x5d,,,311,480,2,2
C6,1232,1895083202.000,0x49,,,,,,
C6,1233,1895090400.000,0x48,,,311,480,,
C6,1234,1895090401.000,0x5d,,,311,480,2,2
C6,1235,1895090402.000,0x49,,,,,,
C6,1236,1895097600.000,0x48,,,311,480,,
C6,1237,1895097601.000,0x5d,,,311,480,2,2
C6,1238,1895097602.000,0x49,,,,,,
C6,1239,1895104800.000,0x48,,,311,480,,
C6,1240,1895104801.000,0x5d,,,311,480,2,2
C6,1241,1895104802.000,0x49,,,,,,
C6,1242,1895112000.000,0x48,,,311,480,,
C6,1243,1895112001.000,0x5d,,,311,480,2,2
C6,1244,1895112002.000,0x49,,,,,,
C6,1245,1895119200.000,0x48,,,311,480,,
C6,1246,1895119201.000,0x5d,,,311,480,2,2
C6,1247,1895119202.000,0x49,,,,,,
C6,1248,1895126400.000,0x48,,,311,480,,
C6,1249,1895126401.000,0x5d,,,311,480,2,2
C6,1250,1895126402.000,0x49,,,,,,
C6,1251,1895133600.000,0x48,,,311,480,,
C6,1252,1895133601.000,0x5d,,,311,480,2,2
C6,1253,1895133602.000,0x49,,,,,,
C6,1254,1895140800.000,0x48,,,311,480,,
C6,1255,1895140801.000,0x5d,,,311,480,2,2
C6,1256,1895140802.000,0x49,,,,,,
C6,1257,1895148000.000,0x48,,,311,480,,
C6,1258,1895148001.000,0x5d,,,311,480,2,2
C6,1259,1895148002.000,0x49,,,,,,
C6,1260,1895155200.000,0x48,,,311,480,,
C6,1261,1895155201.000,0x5d,,,311,480,2,2
C6,1262,1895155202.000,0x49,,,,,,
C6,1263,1895162400.000,0x48,,,311,480,,
C6,1264,1895162401.000,0x5d,,,311,480,2,2
C6,1265,1895162402.000,0x49,,,,,,
C6,1266,1895169600.000,0x48,,,311,480,,
C6,1267,1895169601.000,0x5d,,,311,480,2,2
C6,1268,1895169602.000,0x49,,,,,,
C6,1269,1895176800.000,0x48,,,311,480,,
C6,1270,1895176801.000,0x5d,,,311,480,2,2
C6,1271,1895176802.000,0x49,,,,,,
C6,1272,1895184000.000,0x48,,,311,480,,
C6,1273,1895184001.000,0x5d,,,311,480,2,2
C6,1274,1895184002.000,0x49,,,,,,
C6,1275,1895191200.000,0x48,,,311,480,,
C6,1276,1895191201.000,0x5d,,,311,480,2,2
C6,1277,1895191202.000,0x49,,,,,,
C6,1278,1895198400.000,0x48,,,311,480,,
C6,1279,1895198401.000,0x5d,,,311,480,2,2
C6,1280,1895198402.000,0x49,,,,,,
C6,1281,1895205600.000,0x48,,,311,480,,
C6,1282,1895205601.000,0x5d,,,311,480,2,2
C6,1283,1895205602.000,0x49,,,,,,
C6,1284,1895212800.000,0x48,,,311,480,,
C6,1285,1895212801.000,0x5d,,,311,480,2,2
C6,1286,1895212802.000,0x49,,,,,,
C6,1287,1895220000.000,0x48,,,311,480,,
C6,1288,1895220001.000,0x5d,,,311,480,2,2
C6,1289,1895220002.000,0x49,,,,,,
C6,1290,1895227200.000,0x48,,,311,480,,
C6,1291,1895227201.000,0x5d,,,311,480,2,2
C6,1292,1895227202.000,0x49,,,,,,
C6,1293,1895234400.000,0x48,,,311,480,,
C6,1294,1895234401.000,0x5d,,,311,480,2,2
C6,1295,1895234402.000,0x49,,,,,,
C6,1296,1895241600.000,0x48,,,311,480,,
C6,1297,1895241601.000,0x5d,,,311,480,2,2
C6,1298,1895241602.000,0x49,,,,,,
C6,1299,1895248800.000,0x48,,,311,480,,
C6,1300,1895248801.000,0x5d,,,311,480,2,2
C6,1301,1895248802.000,0x49,,,,,,
C6,1302,1895256000.000,0x48,,,311,480,,
C6,1303,1895256001.000,0x5d,,,311,480,2,2
C6,1304,1895256002.000,0x49,,,,,,
C6,1305,1895263200.000,0x48,,,311,480,,
C6,1306,1895263201.000,0x5d,,,311,480,2,2
C6,1307,1895263202.000,0x49,,,,,,
C6,1308,1895270400.000,0x48,,,311,480,,
C6,1309,1895270401.000,0x5d,,,311,480,2,2
C6,1310,1895270402.000,0x49,,,,,,
C6,1311,1895277600.000,0x48,,,311,480,,
C6,1312,1895277601.000,0x5d,,,311,480,2,2
C6,1313,1895277602.000,0x49,,,,,,
C6,1314,1895284800.000,0x48,,,311,480,,
C6,1315,1895284801.000,0x5d,,,311,480,2,2
C6,1316,1895284802.000,0x49,,,,,,
C6,1317,1895292000.000,0x48,,,311,480,,
C6,1318,1895292001.000,0x5d,,,311,480,2,2
C6,1319,1895292002.000,0x49,,,,,,
C6,1320,1895299200.000,0x48,,,311,480,,
C6,1321,1895299201.000,0x5d,,,311,480,2,2
C6,1322,1895299202.000,0x49,,,,,,
C6,1323,1895306400.000,0x48,,,311,480,,
C6,1324,1895306401.000,0x5d,,,311,480,2,2
C6,1325,1895306402.000,0x49,,,,,,
C6,1326,1895313600.000,0x48,,,311,480,,
C6,1327,1895313601.000,0x5d,,,311,480,2,2
C6,1328,1895313602.000,0x49,,,,,,
C6,1329,1895320800.000,0x48,,,311,480,,
C6,1330,1895320801.000,0x5d,,,311,480,2,2
C6,1331,1895320802.000,0x49,,,,,,
C6,1332,1895328000.000,0x48,,,311,480,,
C6,1333,1895328001.000,0x5d,,,311,480,2,2
C6,1334,1895328002.000,0x49,,,,,,
C6,1335,1895335200.000,0x48,,,311,480,,
C6,1336,1895335201.000,0x5d,,,311,480,2,2
C6,1337,1895335202.000,0x49,,,,,,
C6,1338,1895342400.000,0x48,,,311,480,,
C6,1339,1895342401.000,0x5d,,,311,480,2,2
C6,1340,1895342402.000,0x49,,,,,,
C6,1341,1895349600.000,0x48,,,311,480,,
C6,1342,1895349601.000,0x5d,,,311,480,2,2
C6,1343,1895349602.000,0x49,,,,,,
C6,1344,1895356800.000,0x48,,,311,480,,
C6,1345,1895356801.000,0x5d,,,311,480,2,2
C6,1346,1895356802.000,0x49,,,,,,
C6,1347,1895364000.000,0x48,,,311,480,,
C6,1348,1895364001.000,0x5d,,,311,480,2,2
C6,1349,1895364002.000,0x49,,,,,,
C6,1350,1895371200.000,0x48,,,311,480,,
C6,1351,1895371201.000,0x5d,,,311,480,2,2
C6,1352,1895371202.000,0x49,,,,,,
C6,1353,1895378400.000,0x48,,,311,480,,
C6,1354,1895378401.000,0x5d,,,311,480,2,2
C6,1355,1895378402.000,0x49,,,,,,
C6,1356,1895385600.000,0x48,,,311,480,,
C6,1357,1895385601.000,0x5d,,,311,480,2,2
C6,1358,1895385602.000,0x49,,,,,,
C6,1359,1895392800.000,0x48,,,311,480,,
C6,1360,1895392801.000,0x5d,,,311,480,2,2
C6,1361,1895392802.000,0x49,,,,,,
C6,1362,1895400000.000,0x48,,,311,480,,
C6,1363,1895400001.000,0x5d,,,311,480,2,2
C6,1364,1895400002.000,0x49,,,,,,
C6,1365,1895407200.000,0x48,,,311,480,,
C6,1366,1895407201.000,0x5d,,,311,480,2,2
C6,1367,1895407202.000,0x49,,,,,,
C6,1368,1895414400.000,0x48,,,311,480,,
C6,1369,1895414401.000,0x5d,,,311,480,2,2
C6,1370,1895414402.000,0x49,,,,,,
C6,1371,1895421600.000,0x48,,,311,480,,
C6,1372,1895421601.000,0x5d,,,311,480,2,2
C6,1373,1895421602.000,0x49,,,,,,
C6,1374,1895428800.000,0x48,,,311,480,,
C6,1375,1895428801.000,0x5d,,,311,480,2,2
C6,1376,1895428802.000,0x49,,,,,,
C6,1377,1895436000.000,0x48,,,311,480,,
C6,1378,1895436001.000,0x5d,,,311,480,2,2
C6,1379,1895436002.000,0x49,,,,,,
C6,1380,1895443200.000,0x48,,,311,480,,
C6,1381,1895443201.000,0x5d,,,311,480,2,2
C6,1382,1895443202.000,0x49,,,,,,
C6,1383,1895450400.000,0x48,,,311,480,,
C6,1384,1895450401.000,0x5d,,,311,480,2,2
C6,1385,1895450402.000,0x49,,,,,,
C6,1386,1895457600.000,0x48,,,311,480,,
C6,1387,1895457601.000,0x5d,,,311,480,2,2
C6,1388,1895457602.000,0x49,,,,,,
C6,1389,1895464800.000,0x48,,,311,480,,
C6,1390,1895464801.000,0x5d,,,311,480,2,2
C6,1391,1895464802.000,0x49,,,,,,
C6,1392,1895472000.000,0x48,,,311,480,,
C6,1393,1895472001.000,0x5d,,,311,480,2,2
C6,1394,1895472002.000,0x49,,,,,,
C6,1395,1895479200.000,0x48,,,311,480,,
C6,1396,1895479201.000,0x5d,,,311,480,2,2
C6,1397,1895479202.000,0x49,,,,,,
C6,1398,1895486400.000,0x48,,,311,480,,
C6,1399,1895486401.000,0x5d,,,311,480,2,2
C6,1400,1895486402.000,0x49,,,,,,
C6,1401,1895493600.000,0x48,,,311,480,,
C6,1402,1895493601.000,0x5d,,,311,480,2,2
C6,1403,1895493602.000,0x49,,,,,,
C6,1404,1895500800.000,0x48,,,311,480,,
C6,1405,1895500801.000,0x5d,,,311,480,2,2
C6,1406,1895500802.000,0x49,,,,,,
C6,1407,1895508000.000,0x48,,,311,480,,
C6,1408,1895508001.000,0x5d,,,311,480,2,2
C6,1409,1895508002.000,0x49,,,,,,
C6,1410,1895515200.000,0x48,,,311,480,,
C6,1411,1895515201.000,0x5d,,,311,480,2,2
C6,1412,1895515202.000,0x49,,,,,,
C6,1413,1895522400.000,0x48,,,311,480,,
C6,1414,1895522401.000,0x5d,,,311,480,2,2
C6,1415,1895522402.000,0x49,,,,,,
C6,1416,1895529600.000,0x48,,,311,480,,
C6,1417,1895529601.000,0x5d,,,311,480,2,2
C6,1418,1895529602.000,0x49,,,,,,
C6,1419,1895536800.000,0x48,,,311,480,,
C6,1420,1895536801.000,0x5d,,,311,480,2,2
C6,1421,1895536802.000,0x49,,,,,,
C6,1422,1895544000.000,0x48,,,311,480,,
C6,1423,1895544001.000,0x5d,,,311,480,2,2
C6,1424,1895544002.000,0x49,,,,,,
C6,1425,1895551200.000,0x48,,,311,480,,
C6,1426,1895551201.000,0x5d,,,311,480,2,2
C6,1427,1895551202.000,0x49,,,,,,
C6,1428,1895558400.000,0x48,,,311,480,,
C6,1429,1895558401.000,0x5d,,,311,480,2,2
C6,1430,1895558402.000,0x49,,,,,,
C6,1431,1895565600.000,0x48,,,311,480,,
C6,1432,1895565601.000,0x5d,,,311,480,2,2
C6,1433,1895565602.000,0x49,,,,,,
C6,1434,1895572800.000,0x48,,,311,480,,
C6,1435,1895572801.000,0x5d,,,311,480,2,2
C6,1436,1895572802.000,0x49,,,,,,
C6,1437,1895580000.000,0x48,,,311,480,,
C6,1438,1895580001.000,0x5d,,,311,480,2,2
C6,1439,1895580002.000,0x49,,,,,,
C6,1440,1895587200.000,0x48,,,311,480,,
C6,1441,1895587201.000,0x5d,,,311,480,2,2
C6,1442,1895587202.000,0x49,,,,,,
C6,1443,1895594400.000,0x48,,,311,480,,
C6,1444,1895594401.000,0x5d,,,311,480,2,2
C6,1445,1895594402.000,0x49,,,,,,
C6,1446,1895601600.000,0x48,,,311,480,,
C6,1447,1895601601.000,0x5d,,,311,480,2,2
C6,1448,1895601602.000,0x49,,,,,,
C6,1449,1895608800.000,0x48,,,311,480,,
C6,1450,1895608801.000,0x5d,,,311,480,2,2
C6,1451,1895608802.000,0x49,,,,,,
C6,1452,1895616000.000,0x48,,,311,480,,
C6,1453,1895616001.000,0x5d,,,311,480,2,2
C6,1454,1895616002.000,0x49,,,,,,
C6,1455,1895623200.000,0x48,,,311,480,,
C6,1456,1895623201.000,0x5d,,,311,480,2,2
C6,1457,1895623202.000,0x49,,,,,,
C6,1458,1895630400.000,0x48,,,311,480,,
C6,1459,1895630401.000,0x5d,,,311,480,2,2
C6,1460,1895630402.000,0x49,,,,,,
C6,1461,1895637600.000,0x48,,,311,480,,
C6,1462,1895637601.000,0x5d,,,311,480,2,2
C6,1463,1895637602.000,0x49,,,,,,
C6,1464,1895644800.000,0x48,,,311,480,,
C6,1465,1895644801.000,0x5d,,,311,480,2,2
C6,1466,1895644802.000,0x49,,,,,,
C6,1467,1895652000.000,0x48,,,311,480,,
C6,1468,1895652001.000,0x5d,,,311,480,2,2
C6,1469,1895652002.000,0x49,,,,,,
C6,1470,1895659200.000,0x48,,,311,480,,
C6,1471,1895659201.000,0x5d,,,311,480,2,2
C6,1472,1895659202.000,0x49,,,,,,
C6,1473,1895666400.000,0x48,,,311,480,,
C6,1474,1895666401.000,0x5d,,,311,480,2,2
C6,1475,1895666402.000,0x49,,,,,,
C6,1476,1895673600.000,0x48,,,311,480,,
C6,1477,1895673601.000,0x5d,,,311,480,2,2
C6,1478,1895673602.000,0x49,,,,,,
C6,1479,1895680800.000,0x48,,,311,480,,
C6,1480,1895680801.000,0x5d,,,311,480,2,2
C6,1481,1895680802.000,0x49,,,,,,
C6,1482,1895688000.000,0x48,,,311,480,,
C6,1483,1895688001.000,0x5d,,,311,480,2,2
C6,1484,1895688002.000,0x49,,,,,,
C6,1485,1895695200.000,0x48,,,311,480,,
C6,1486,1895695201.000,0x5d,,,311,480,2,2
C6,1487,1895695202.000,0x49,,,,,,
C6,1488,1895702400.000,0x48,,,311,480,,
C6,1489,1895702401.000,0x5d,,,311,480,2,2
C6,1490,1895702402.000,0x49,,,,,,
C6,1491,1895709600.000,0x48,,,311,480,,
C6,1492,1895709601.000,0x5d,,,311,480,2,2
C6,1493,1895709602.000,0x49,,,,,,
C6,1494,1895716800.000,0x48,,,311,480,,
C6,1495,1895716801.000,0x5d,,,311,480,2,2
C6,1496,1895716802.000,0x49,,,,,,
C6,1497,1895724000.000,0x48,,,311,480,,
C6,1498,1895724001.000,0x5d,,,311,480,2,2
C6,1499,1895724002.000,0x49,,,,,,
C6,1500,1895731200.000,0x48,,,311,480,,
C6,1501,1895731201.000,0x5d,,,311,480,2,2
C6,1502,1895731202.000,0x49,,,,,,
C6,1503,1895738400.000,0x48,,,311,480,,
C6,1504,1895738401.000,0x5d,,,311,480,2,2
C6,1505,1895738402.000,0x49,,,,,,
C6,1506,1895745600.000,0x48,,,311,480,,
C6,1507,1895745601.000,0x5d,,,311,480,2,2
C6,1508,1895745602.000,0x49,,,,,,
C6,1509,1895752800.000,0x48,,,311,480,,
C6,1510,1895752801.000,0x5d,,,311,480,2,2
C6,1511,1895752802.000,0x49,,,,,,
C6,1512,1895760000.000,0x48,,,311,480,,
C6,1513,1895760001.000,0x5d,,,311,480,2,2
C6,1514,1895760002.000,0x49,,,,,,
C6,1515,1895767200.000,0x48,,,311,480,,
C6,1516,1895767201.000,0x5d,,,311,480,2,2
C6,1517,1895767202.000,0x49,,,,,,
C6,1518,1895774400.000,0x48,,,311,480,,
C6,1519,1895774401.000,0x5d,,,311,480,2,2
C6,1520,1895774402.000,0x49,,,,,,
C6,1521,1895781600.000,0x48,,,311,480,,
C6,1522,1895781601.000,0x5d,,,311,480,2,2
C6,1523,1895781602.000,0x49,,,,,,
C6,1524,1895788800.000,0x48,,,311,480,,
C6,1525,1895788801.000,0x5d,,,311,480,2,2
C6,1526,1895788802.000,0x49,,,,,,
C6,1527,1895796000.000,0x48,,,311,480,,
C6,1528,1895796001.000,0x5d,,,311,480,2,2
C6,1529,1895796002.000,0x49,,,,,,
C6,1530,1895803200.000,0x48,,,311,480,,
C6,1531,1895803201.000,0x5d,,,311,480,2,2
C6,1532,1895803202.000,0x49,,,,,,
C6,1533,1895810400.000,0x48,,,311,480,,
C6,1534,1895810401.000,0x5d,,,311,480,2,2
C6,1535,1895810402.000,0x49,,,,,,
C6,1536,1895817600.000,0x48,,,311,480,,
C6,1537,1895817601.000,0x5d,,,311,480,2,2
C6,1538,1895817602.000,0x49,,,,,,
C6,1539,1895824800.000,0x48,,,311,480,,
C6,1540,1895824801.000,0x5d,,,311,480,2,2
C6,1541,1895824802.000,0x49,,,,,,
C6,1542,1895832000.000,0x48,,,311,480,,
C6,1543,1895832001.000,0x5d,,,311,480,2,2
C6,1544,1895832002.000,0x49,,,,,,
C6,1545,1895839200.000,0x48,,,311,480,,
C6,1546,1895839201.000,0x5d,,,311,480,2,2
C6,1547,1895839202.000,0x49,,,,,,
C6,1548,1895846400.000,0x48,,,311,480,,
C6,1549,1895846401.000,0x5d,,,311,480,2,2
C6,1550,1895846402.000,0x49,,,,,,
C6,1551,1895853600.000,0x48,,,311,480,,
C6,1552,1895853601.000,0x5d,,,311,480,2,2
C6,1553,1895853602.000,0x49,,,,,,
C6,1554,1895860800.000,0x48,,,311,480,,
C6,1555,1895860801.000,0x5d,,,311,480,2,2
C6,1556,1895860802.000,0x49,,,,,,
C6,1557,1895868000.000,0x48,,,311,480,,
C6,1558,1895868001.000,0x5d,,,311,480,2,2
C6,1559,1895868002.000,0x49,,,,,,
C6,1560,1895875200.000,0x48,,,311,480,,
C6,1561,1895875201.000,0x5d,,,311,480,2,2
C6,1562,1895875202.000,0x49,,,,,,
C6,1563,1895882400.000,0x48,,,311,480,,
C6,1564,1895882401.000,0x5d,,,311,480,2,2
C6,1565,1895882402.000,0x49,,,,,,
C6,1566,1895889600.000,0x48,,,311,480,,
C6,1567,1895889601.000,0x5d,,,311,480,2,2
C6,1568,1895889602.000,0x49,,,,,,
C6,1569,1895896800.000,0x48,,,311,480,,
C6,1570,1895896801.000,0x5d,,,311,480,2,2
C6,1571,1895896802.000,0x49,,,,,,
C6,1572,1895904000.000,0x48,,,311,480,,
C6,1573,1895904001.000,0x5d,,,311,480,2,2
C6,1574,1895904002.000,0x49,,,,,,
C6,1575,1895911200.000,0x48,,,311,480,,
C6,1576,1895911201.000,0x5d,,,311,480,2,2
C6,1577,1895911202.000,0x49,,,,,,
C6,1578,1895918400.000,0x48,,,311,480,,
C6,1579,1895918401.000,0x5d,,,311,480,2,2
C6,1580,1895918402.000,0x49,,,,,,
C6,1581,1895925600.000,0x48,,,311,480,,
C6,1582,1895925601.000,0x5d,,,311,480,2,2
C6,1583,1895925602.000,0x49,,,,,,
C6,1584,1895932800.000,0x48,,,311,480,,
C6,1585,1895932801.000,0x5d,,,311,480,2,2
C6,1586,1895932802.000,0x49,,,,,,
C6,1587,1895940000.000,0x48,,,311,480,,
C6,1588,1895940001.000,0x5d,,,311,480,2,2
C6,1589,1895940002.000,0x49,,,,,,
C6,1590,1895947200.000,0x48,,,311,480,,
C6,1591,1895947201.000,0x5d,,,311,480,2,2
C6,1592,1895947202.000,0x49,,,,,,
C6,1593,1895954400.000,0x48,,,311,480,,
C6,1594,1895954401.000,0x5d,,,311,480,2,2
C6,1595,1895954402.000,0x49,,,,,,
C6,1596,1895961600.000,0x48,,,311,480,,
C6,1597,1895961601.000,0x5d,,,311,480,2,2
C6,1598,1895961602.000,0x49,,,,,,
C6,1599,1895968800.000,0x48,,,311,480,,
C6,1600,1895968801.000,0x5d,,,311,480,2,2
C6,1601,1895968802.000,0x49,,,,,,
C6,1602,1895976000.000,0x48,,,311,480,,
C6,1603,1895976001.000,0x5d,,,311,480,2,2
C6,1604,1895976002.000,0x49,,,,,,
C6,1605,1895983200.000,0x48,,,311,480,,
C6,1606,1895983201.000,0x5d,,,311,480,2,2
C6,1607,1895983202.000,0x49,,,,,,
C6,1608,1895990400.000,0x48,,,311,480,,
C6,1609,1895990401.000,0x5d,,,311,480,2,2
C6,1610,1895990402.000,0x49,,,,,,
C6,1611,1896009302.000,0x55,1,,,,,
C6,1612,1896009303.100,0x56,,,310,240,,
C6,1613,1896009347.000,0x55,1,,,,,
C6,1614,1896009348.100,0x56,,,310,240,,
C6,1615,1896009395.000,0x44,,15,,,,
C6,1616,1896009420.000,0x5d,,,311,480,2,2
C6,1617,1896010802.000,0x55,1,,,,,
C6,1618,1896010803.100,0x56,,,310,240,,
C6,1619,1896010847.000,0x55,1,,,,,
C6,1620,1896010848.100,0x56,,,310,240,,
C6,1621,1896010895.000,0x44,,15,,,,
C6,1622,1896010920.000,0x5d,,,311,480,2,2
C6,1623,1896015600.000,0x48,,,311,480,,
C6,1624,1896015601.000,0x5d,,,311,480,2,2
C6,1625,1896015602.000,0x49,,,,,,
C6,1626,1896017400.000,0x48,,,311,480,,
C6,1627,1896017401.000,0x5d,,,311,480,2,2
C6,1628,1896017402.000,0x49,,,,,,
C6,1629,1896019200.000,0x48,,,311,480,,
C6,1630,1896019201.000,0x5d,,,311,480,2,2
C6,1631,1896019202.000,0x49,,,,,,
C6,1632,1896021000.000,0x48,,,311,480,,
C6,1633,1896021001.000,0x5d,,,311,480,2,2
C6,1634,1896021002.000,0x49,,,,,,
C6,1635,1896022800.000,0x48,,,311,480,,
C6,1636,1896022801.000,0x5d,,,311,480,2,2
C6,1637,1896022802.000,0x49,,,,,,
C6,1638,1896024600.000,0x48,,,311,480,,
C6,1639,1896024601.000,0x5d,,,311,480,2,2
C6,1640,1896024602.000,0x49,,,,,,
C6,1641,1896026400.000,0x48,,,311,480,,
C6,1642,1896026401.000,0x5d,,,311,480,2,2
C6,1643,1896026402.000,0x49,,,,,,
C6,1644,1896028200.000,0x48,,,311,480,,
C6,1645,1896028201.000,0x5d,,,311,480,2,2
C6,1646,1896028202.000,0x49,,,,,,
C6,1647,1896030000.000,0x48,,,311,480,,
C6,1648,1896030001.000,0x5d,,,311,480,2,2
C6,1649,1896030002.000,0x49,,,,,,
C6,1650,1896031800.000,0x48,,,311,480,,
C6,1651,1896031801.000,0x5d,,,311,480,2,2
C6,1652,1896031802.000,0x49,,,,,,
C6,1653,1896033600.000,0x48,,,311,480,,
C6,1654,1896033601.000,0x5d,,,311,480,2,2
C6,1655,1896033602.000,0x49,,,,,,
C6,1656,1896035400.000,0x48,,,311,480,,
C6,1657,1896035401.000,0x5d,,,311,480,2,2
C6,1658,1896035402.000,0x49,,,,,,
